isbn,original_title,authors
743294254,Certain Girls,Jennifer Weiner
030794932X,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed
440244161,Beyond the Highland Mist,Karen Marie Moning
451203267,The Stranger Beside Me,Ann Rule
61284408,Stargazer,Claudia Gray
606298231,Rising Sun,Michael Crichton
440060672,The Other Side of Midnight,Sidney Sheldon
316069485,The Reversal,Michael Connelly
380731509,Wayside School is Falling Down,"Louis Sachar, Joel Schick"
307713547,The Invisible Bridge,"Julie Orringer, Arthur Morey"
61974618,The Fall of Five,Pittacus Lore
141439785,The Mayor of Casterbridge,"Thomas Hardy, Keith Wilson"
,The Red Pony,John Steinbeck
99478536,Marekors ,Jo Nesbø
425169693,Here on Earth ,Alice Hoffman
679436545,Taltos,"Anne Rice, Tim Curry"
,"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",Laurell K. Hamilton
345503821,The Daylight War,Peter V. Brett
385515049,The Appeal,John Grisham
689878583,The Woman Who Rides Like a Man,Tamora Pierce
034552425X,Rivers of London,Ben Aaronovitch
60090375,Lucy Sullivan is Getting Married,Marian Keyes
055255264X,A Hat Full of Sky,Terry Pratchett
60786523,A Suitable Boy,Vikram Seth
,We Should All Be Feminists,Chimamanda Ngozi Adichie
1841497975,River Marked,Patricia Briggs
446578843,I Like You: Hospitality Under the Influence,Amy Sedaris
425198685,Pattern Recognition,William Gibson
62267523,The Kind Worth Killing,Peter  Swanson
761104844,"1,000 Places to See Before You Die",Patricia Schultz
60577371,Physik,"Angie Sage, Mark Zug"
141311401,Boy: Tales of Childhood,"Roald Dahl, Quentin Blake"
385496095,Traveling Mercies: Some Thoughts on Faith,Anne Lamott
1416548009,Memorial Day,Vince Flynn
1416903437,"Wild Magic (Immortals, #1)",Tamora Pierce
,Prelude to Foundation,Isaac Asimov
1859855423,You Are Special: A Story for Everyone,Max Lucado
399171614,The Wrath & the Dawn,Renee Ahdieh
307267148,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,"Nicholas D. Kristof, Sheryl WuDunn"
316127256,Why We Broke Up,"Daniel Handler, Maira Kalman"
1408852594,The Assassin's Blade,Sarah J. Maas
1400064759,American Wife,Curtis Sittenfeld
441014348,Cursor's Fury,Jim Butcher
449912558,The Sparrow,Mary Doria Russell
743422449,Mercy,Jodi Picoult
1477823832,The Paper Magician,Charlie N. Holmberg
61728977,"Act Like a Lady, Think Like a Man",Steve Harvey
385526261,,Candice Millard
143039970,We Have Always Lived in the Castle,"Shirley Jackson, Jonathan Lethem"
1591451876,,Emerson Eggerichs
316166294,The Brass Verdict,Michael Connelly
553560719,Star Wars: Dark Force Rising,Timothy Zahn
385344341,Never Go Back ,Lee Child
60575808,The Two Princesses of Bamarre,Gail Carson Levine
60929782,Black Boy: A Record of Youth and Childhood,"Richard Wright, Jerry W. Ward Jr."
446678457,Cane River,Lalita Tademy
765305240,"Phantom (Sword of Truth, #10)",Terry Goodkind
553587579,Foundation and Earth,Isaac Asimov
553384155,Flags of Our Fathers,"James D. Bradley, Ron Powers"
525444475,Winnie-the-Pooh & The House at Pooh Corner,"A.A. Milne, Ernest H. Shepard"
807059099,An Autobiography or The Story of My Experiments with Truth,Mahatma Gandhi
425179613,It's Not About the Bike: My Journey Back to Life,"Lance Armstrong, Sally Jenkins"
074347788X,Undaunted Courage,Stephen E. Ambrose
224097008,H is for Hawk,Helen Macdonald
034089699X,Us,David Nicholls
1560760478,Sojourn (Dark Elf #3),R.A. Salvatore
785135804,,"Christopher Yost, Orson Scott Card, Pasqual Ferry, Frank D'Armata"
1421527553,君に届け 1,"Karuho Shiina, Tomo Kimura"
553580221,False Memory,Dean Koontz
552152943,Moving Pictures,Terry Pratchett
,Captive in the Dark,C.J. Roberts
1585425648,,James Allen
393064646,Bonk: The Curious Coupling of Science and Sex,Mary Roach
451222385,Midnight Alley,Rachel Caine
553418777,Das Lavendelzimmer ,"Nina George, Simon Pare"
224097377,Sweet Tooth,Ian McEwan
,"Twisted Perfection (Perfection, #1)",Abbi Glines
6479758,Executive Orders,Tom Clancy
310321913,One Thousand Gifts,Ann Voskamp
747545251,Psycho,Robert Bloch
000649885X,Ship of Magic,Robin Hobb
1560254556,Where Eagles Dare ,"Alistair MacLean, Clint Willis"
99498596,Circle of Friends,Maeve Binchy
1502784270,milk and honey,Rupi Kaur
425170349,Rainbow Six,Tom Clancy
60515228,Fragile Things: Short Fictions and Wonders,Neil Gaiman
749942010,Sister,Rosamund Lupton
765377063,三体,"Liu Cixin, Ken Liu"
61031321,Thief of Time,Terry Pratchett
1401201911,Superman: Red Son,"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson"
385721420,Three Junes,Julia Glass
743255062,,"Benjamin Franklin, Lewis Leary"
525950494,The Reason for God: Belief in an Age of Skepticism,Timothy J. Keller
1937007472,King of Thorns,Mark  Lawrence
1250000971,The Sins of the Father,Jeffrey Archer
60725117,Shadowland,Meg Cabot
61566128,Killer ,Sara Shepard
1591396190,Blue Ocean Strategy: How to Create Uncontested Market Space and Make Competition Irrelevant,"W. Chan Kim, Renée Mauborgne"
316036196,Fang,James Patterson
553807226,The Peach Keeper ,Sarah Addison Allen
152026320,The Napping House,"Audrey Wood, Don    Wood"
,,Matthew FitzSimmons
60590297,You Suck ,Christopher Moore
,Beautiful Oblivion,Jamie McGuire
812515285,A Fire Upon The Deep,Vernor Vinge
1577311957,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from The Power of Now",Eckhart Tolle
038532328X,The Face on the Milk Carton,Caroline B. Cooney
067984483X,Put Me in the Zoo,Robert Lopshire
61935085,"Firelight (Firelight, #1)",Sophie Jordan
156453800,Le città invisibili,"Italo Calvino, William Weaver"
,Flat-Out Love ,Jessica Park
1741666708,The Narrow Road to the Deep North,Richard Flanagan
452281423,The Claiming of Sleeping Beauty,"A.N. Roquelaure, Anne Rice"
143116231, Call the midwife : a true story of the East End in the 1950s,Jennifer Worth
222109073X,Hell's Angels,Hunter S. Thompson
1451617720,Then Came You,Jennifer Weiner
61020001,The Awakening,L.J. Smith
380776839,It Had to Be You,Susan Elizabeth Phillips
393343448,Boomerang: Travels in the New Third World,Michael   Lewis
743294270,Fly Away Home,Jennifer Weiner
140447644,Le Rouge et le Noir,"Stendhal, Roger Gard"
743269268,The Virgin's Lover,Philippa Gregory
340893605,Incarceron,Catherine Fisher
312624689,Awake at Dawn,C.C. Hunter
451213041,The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,Bev Vincent
62011995,Starcrossed,Josephine Angelini
312590989,Night Star,Alyson Noel
553282980,Dead Poets Society ,N.H. Kleinbaum
,,Emily Bleeker
552154229,The Fifth Elephant,Terry Pratchett
1741661285,The Sorcerer in the North,John Flanagan
876120834,Autobiography of a Yogi,Paramahansa Yogananda
345522494,"Hexed (Iron Druid Chronicles, #2)",Kevin Hearne
590431978,Scary Stories to Tell in the Dark,"Alvin Schwartz, Stephen Gammell"
525955097,Fool Me Once,Harlan Coben
679721037,Hiroshima,John Hersey
316041440,Hate List,Jennifer Brown
62235656,,Kasie West
517223120,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Karen Armstrong
316129070,Abaddon's Gate,James S.A. Corey
143039962,Veinte poemas de amor y una canción desesperada,"Pablo Neruda, W.S. Merwin, Cristina García"
425116840,The Cardinal of the Kremlin,Tom Clancy
590930028,"No, David!",David Shannon
140449108,"Libellus vere aureus, nec minus salutaris quam festivus, de optimo rei publicae statu deque nova insula Utopia","Thomas More, Paul Turner"
316113662,The Name of This Book Is Secret,"Pseudonymous Bosch, Gilbert Ford"
62280678,Dorothy Must Die,Danielle  Paige
553804790,The Husband,Dean Koontz
385501129,The Particular Sadness of Lemon Cake,Aimee Bender
446610224,The Big Bad Wolf  ,James Patterson
385722206,Balzac et la Petite Tailleuse chinoise,"Dai Sijie, Ina Rilke"
62282719,Bad Feminist ,Roxane Gay
671729470,Petals on the Wind,V.C. Andrews
375814256,Danny: The Champion of the World,"Roald Dahl, Quentin Blake"
1594202842,,Amy Chua
,Nimona,Noelle Stevenson
1400052580,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis
425204693,From Potter's Field,Patricia Cornwell
446619035,"Mary, Mary",James Patterson
,Oranges Are Not the Only Fruit,Jeanette Winterson
,Grounded (Up In The Air #3),R.K. Lilley
8188575704,I Too Had A Love Story,Ravinder Singh
64401480,Mrs. Piggle-Wiggle,"Betty MacDonald, Alexandra Boiger"
312941919,Trunk Music,Michael Connelly
62265423,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Dan   Harris
1400054346,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,"Ina Garten, Quentin Bacon"
446690449,Blood Work,Michael Connelly
1857989341,The Gods Themselves,Isaac Asimov
545060478,,Peter Lerangis
60838744,,Sena Jeter Naslund
345470575,ツバサ-RESERVoir CHRoNiCLE- 1,"CLAMP, Anthony Gerard"
316905712,"Cirque Du Freak (Cirque du Freak, #1) ",Darren Shan
1563898586,"The League of Extraordinary Gentlemen, Vol. I","Alan Moore, Kevin O'Neill"
763622591,Feed,M.T. Anderson
425226921,,Nalini Singh
486275485,Mήδεια,"Euripides, Rex Warner"
1423118235,The Demon King,Cinda Williams Chima
842314296,Hinds' Feet on High Places,Hannah Hurnard
037542380X,Black Hole,Charles Burns
1607069318,"Saga, Volume Three","Brian K. Vaughan, Fiona Staples"
804178747,Personal,Lee Child
1250028647,Z: A Novel of Zelda Fitzgerald,Therese Anne Fowler
081297736X,A Man Without a Country,Kurt Vonnegut Jr.
,When I Found You,Catherine Ryan Hyde
1101883073,Lilac Girls,Martha Hall Kelly
316017701,7th Heaven,"James Patterson, Maxine Paetro"
593073894,Make Me,Lee Child
770436420,A Constellation of Vital Phenomena,Anthony Marra
,While It Lasts,Abbi Glines
307594033,The End of Your Life Bookclub,Will Schwalbe
1416913184,Two-Way Street,Lauren Barnholdt
,All in,Raine Miller
174166134X,The Siege of Macindaw,John Flanagan
60652381,A Grief Observed,C.S. Lewis
1563894459,"Transmetropolitan, Vol. 1: Back on the Street","Warren Ellis, Darick Robertston, Garth Ennis"
1416903372,"Emperor Mage (Immortals, #3)",Tamora Pierce
307590615,Decision Points,George W. Bush
,Witch & Wizard,"James Patterson, Gabrielle Charbonnet"
64400581,Julie of the Wolves,"Jean Craighead George, John Schoenherr"
033039780X,Forever . . .,Judy Blume
1476728747,The Wright Brothers,David McCullough
752858556,The Matarese Circle,Robert Ludlum
1400063256,American Lion: Andrew Jackson in the White House,Jon Meacham
446573051,The Forgotten,David Baldacci
765378558,Shadows of Self,Brandon Sanderson
345807952,Mad About the Boy,Helen Fielding
6280897,The Four Loves,C.S. Lewis
,Archer's Voice,Mia Sheridan
042524413X,The Lost Wife,Alyson Richman
847826465,Storia della bellezza,"Umberto Eco, Girolamo De Michele, Alastair McEwen"
067972477X,"I, Claudius",Robert Graves
547959109,The Testing,Joelle Charbonneau
345542886,Takedown Twenty,Janet Evanovich
1469984016,The Boy Who Sneaks in My Bedroom Window,Kirsty Moseley
037581468X,Terrier,Tamora Pierce
312662750,First Grave on the Right,Darynda Jones
1451651694,A House in the Sky,"Amanda Lindhout, Sara Corbett"
1596437138,Anya's Ghost,Vera Brosgol
067978148X,The Rules of Attraction,Bret Easton Ellis
60572973,"The Good, the Bad, and the Undead",Kim Harrison
786942460,The Crystal Shard,R.A. Salvatore
140274219,Wide Sargasso Sea,Jean Rhys
316296198,The Magus,John Fowles
552148032,King of the Murgos,David Eddings
60288132,"It's OK, I'm Wearing Really Big Knickers! (Confessions of Georgia Nicolson, #2)",Louise Rennison
1476785597,You,Caroline Kepnes
316134074,Dreams of Gods & Monsters,Laini Taylor
385525001,Playing For Pizza,John Grisham
1402784031,Tiger's Curse,Colleen Houck
441102670,Chapterhouse: Dune,Frank Herbert
399252517,Brown Girl Dreaming,Jacqueline Woodson
316081051,Feed,Mira Grant
142000205,Icy Sparks,Gwyn Hyman Rubio
553213180,Rainbow Valley,L.M. Montgomery
345476166,The Templar Legacy,Steve Berry
449000656,J is for Judgment (Kinsey Millhone #10),Sue Grafton
1401340903,The Physick Book of Deliverance Dane,Katherine Howe
765310023,Deadhouse Gates,Steven Erikson
1743342373,Lick,Kylie Scott
312997132,"Not a Penny More, Not a Penny Less",Jeffrey Archer
575082453,Best Served Cold,Joe Abercrombie
62309668,Elizabeth Is Missing,Emma Healey
1416505016,Consent to Kill,Vince Flynn
679444327,The Warmth of Other Suns: The Epic Story of America's Great Migration ,Isabel Wilkerson
316399620,The First Fifteen Lives of Harry August,Claire North
62206281,El prisionero del cielo,Carlos Ruiz Zafón
345476093,The Guns of August,"Barbara W. Tuchman, Robert K. Massie"
671047345,Separation of Power,Vince Flynn
439829100,"Tomorrow, When the War Began",John Marsden
1599951495,"Monuments Men: Allied Heroes, Nazi Thieves and the Greatest Treasure Hunt in History ","Robert M. Edsel, Bret Witter"
374346674,Love Letters to the Dead,Ava Dellaira
,War Brides,Helen Bryan
1101947136,Homegoing,Yaa Gyasi
393068471,Packing for Mars: The Curious Science of Life in the Void ,Mary Roach
446195502,Divine Justice,David Baldacci
785132619,Kick-Ass,"Mark Millar, John Romita Jr., Rob Liefeld"
1401908977,Left to Tell: Discovering God Amidst the Rwandan Holocaust,"Immaculée Ilibagiza, Steve Erwin"
61449121,Plague,Michael  Grant
321107217,Hard Times: For These Times,Charles Dickens
2877068161,La Vérité sur l'affaire Harry Quebert,Joël Dicker
316176532,A God in Ruins,Kate Atkinson
052595158X,Caught,Harlan Coben
373802498,Magic Study,Maria V. Snyder
1931514925,ちょびっツ #1,"CLAMP, Shirley Kubo"
156931778X,バトル・ロワイアル,"Koushun Takami, Yuji Oniki"
553807218,The Girl Who Chased the Moon,Sarah Addison Allen
1842323008,A Town Like Alice,Nevil Shute
039916927X,,Sophia Amoruso
778325318,The Secret Life Of CeeCee Wilkes,Diane Chamberlain
445406518,Crocodile on the Sandbank,Elizabeth Peters
425230074,Bed of Roses,Nora Roberts
425147584,Debt of Honor,Tom Clancy
156904365,Till We Have Faces,C.S. Lewis
142406120,Point Blanc,Anthony Horowitz
425181111,Strangers,Dean Koontz
451209338,The Kill Artist,Daniel Silva
1844280594,Knuffle Bunny:  A Cautionary Tale,Mo Willems
747541604,The Gashlycrumb Tinies,Edward Gorey
62067753,The Long Earth,"Terry Pratchett, Stephen Baxter"
446691437,The War of Art: Break Through the Blocks and Win Your Inner Creative Battles,"Steven Pressfield, Robert McKee"
,,Abbi Glines
679723056,What We Talk About When We Talk About Love: Stories,Raymond Carver
670061107,That Summer,Sarah Dessen
316187747,Theft of Swords,Michael J. Sullivan
1250010691,Necessary Lies,Diane Chamberlain
449208133,Lucifer's Hammer,"Larry Niven, Jerry Pournelle"
425205754,Montana Sky,Nora Roberts
451530179,Of Human Bondage,"W. Somerset Maugham, Benjamin DeMott, Maeve Binchy"
451471474,I Was Here,Gayle Forman
525467262,,"A.A. Milne, Ernest H. Shepard"
553584537,,Lisa Gardner
395169615,Mike Mulligan and His Steam Shovel,Virginia Lee Burton
62278789,,Veronica Roth
61161640,Making Money,Terry Pratchett
1423368991,Happy Ever After,Nora Roberts
140230270,Harvesting the Heart,Jodi Picoult
1423157516,Never Fade,Alexandra Bracken
446407410,Dewey: The Small-Town Library Cat Who Touched the World,"Vicki Myron, Bret Witter"
62104896,The School for Good and Evil,Soman Chainani
60788380,For a Few Demons More ,Kim Harrison
670026328,The Secret Place,Tana French
076536543X,Mistborn Trilogy Boxed Set,Brandon Sanderson
671024094,,Jeffery Deaver
545060486,The Emperor's Code,Gordon Korman
618164413,The Complete Adventures of Curious George,"Margret Rey, H.A. Rey"
316069418,The Drop,Michael Connelly
189221301X,美少女戦士セーラームーン 1 [Bishōjo Senshi Sailor Moon 1],Naoko Takeuchi
62218360,,"Steven D. Levitt, Stephen J. Dubner"
545326990,Drama,"Raina Telgemeier, Gurihiru"
074326004X,Assassination Vacation,Sarah Vowell
380014300,Nine Princes in Amber,Roger Zelazny
1451693567,The Museum of Extraordinary Things,Alice Hoffman
765304961,"Ender in Exile (The Ender Quintet, #2)",Orson Scott Card
042519485X,Undead and Unwed,MaryJanice Davidson
722536542,O Monte Cinco,Paulo Coelho
385418868,The Power of Myth,"Joseph Campbell, Bill Moyers"
765375869,Lock In,John Scalzi
385351232,Longbourn,Jo Baker
1476764026,As You Wish: Inconceivable Tales from the Making of The Princess Bride,"Cary Elwes, Joe Layden, Various, Rob Reiner"
399230033,"Good Night, Gorilla",Peggy Rathmann
62217135,"Severed Heads, Broken Hearts",Robyn Schneider
054506046X,"In Too Deep (The 39 Clues, Book 6)",Jude Watson
1840187166,Catch Me If You Can,"Frank W. Abagnale, Stan Redding"
515133876,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",Laurell K. Hamilton
684865181,,Gary Zukav
345545834,Claim Me,J. Kenner
067003777X,Special Topics in Calamity Physics,Marisha Pessl
62259652,Bird Box,Josh Malerman
62071041,Partials,Dan Wells
618773479,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,Timothy Egan
758278454,What She Left Behind,Ellen Marie Wiseman
006156608X,Wicked,Sara Shepard
1416516352,Transfer of Power,Vince Flynn
60931728,Ariel,Sylvia Plath
1401235417,"Batman, Volume 1: The Court of Owls","Scott Snyder, Greg Capullo, Jonathan Glapion"
60735422,Practical Demonkeeping,Christopher Moore
451219953,The Last Templar,Raymond Khoury
345518519,Official Book Club Selection: A Memoir According to Kathy Griffin,Kathy Griffin
60932147,Kniha smíchu a zapomnění,"Milan Kundera, Aaron Asher"
440222656,The Horse Whisperer,Nicholas Evans
1580627560,Why Men Love Bitches: From Doormat to Dreamgirl - A Woman's Guide to Holding Her Own In A Relationship,Sherry Argov
61566179,Wanted,Sara Shepard
60788704,The Outlaw Demon Wails ,Kim Harrison
048627263X,Flatland: A Romance of Many Dimensions,"Edwin A. Abbott, Banesh Hoffmann"
031612611X,The Diviners,Libba Bray
375851798,The Spectacular Now,Tim Tharp
61129739,The Art of Loving,"Erich Fromm, Peter D. Kramer, Rainer Funk"
043979143X,Gregor and the Code of Claw,Suzanne Collins
380821214,Eric,Terry Pratchett
1563890933,The Sandman: A Game of You,"Neil Gaiman, Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein"
60731486,The Other Side of the Story,Marian Keyes
553381539,Beach Music,Pat Conroy
